List_Number,Close_of_Escrow_Date,Sold_Price,Zip_Code,Approx_SQFT,#_Bedrooms,#_Bathrooms
5962484,1/15/2020,316390,85340,1933,2,2
6010950,1/27/2020,460000,85254,1951,4,2
5962949,1/7/2020,354000,85250,1539,3,2.5
5962530,1/15/2020,437293,85054,1595,2,2
5961856,1/13/2020,660000,85262,3521,5,3.75
5961648,1/24/2020,320000,85258,1203,2,2.5
5961705,1/31/2020,236000,85019,1821,4,2
5961687,1/2/2020,300000,85388,2956,5,3
5963446,1/17/2020,238000,85392,1458,3,2
5990851,1/6/2020,780000,85355,4135,4,3.5
5971209,1/6/2020,758000,85249,3869,4,3.5
5962013,1/31/2020,498000,85086,2738,4,3
5962326,1/10/2020,475000,85050,2421,4,2.5
5988697,1/15/2020,659900,85008,2397,4,3
5962037,1/27/2020,345000,85395,2334,4,2
5962739,1/27/2020,260000,85003,1510,2,2.5
5964887,1/6/2020,212000,85375,1753,2,1.75
5962674,1/31/2020,475000,85331,3045,4,2.5
5962190,1/8/2020,552000,85249,3149,4,2.5
5963442,1/30/2020,435000,85207,2902,4,3
5962944,1/30/2020,80000,85119,1253,2,2
5987237,1/27/2020,200000,85375,1160,2,2
5962316,1/31/2020,1100000,85016,2978,2,2.5
6007360,1/24/2020,450000,85028,2255,4,3
5964576,1/15/2020,285000,85225,1600,3,2
5962489,1/30/2020,92000,85033,924,2,1.5
5963576,1/17/2020,2064420,85250,3260,3,3
5962594,1/14/2020,370000,85142,3519,5,3
5999627,1/21/2020,630000,85255,3017,3,3
5972906,1/31/2020,370000,85226,2171,3,2.5
6010581,1/31/2020,235000,85396,1868,3,2
5984130,1/24/2020,319000,85007,1299,2,1
5981214,1/7/2020,432500,85248,2116,3,2
5963075,1/9/2020,430000,85388,4501,4,3.5
5963136,1/17/2020,333998,85023,1507,3,2
5963187,1/7/2020,337264,85023,1507,3,2
5991254,1/30/2020,214000,85202,1317,2,2.5
5964040,1/16/2020,286000,85295,2096,3,2.5
5966037,1/21/2020,122250,85051,1696,3,2.5
5963292,1/17/2020,246900,85043,1783,4,2.5
5996316,1/10/2020,1000000,85259,4281,4,3.5
5963532,1/13/2020,250000,85003,1244,2,1
5966158,1/8/2020,500000,85340,3415,4,3
5964797,1/15/2020,344900,85379,2588,4,3
5964330,1/28/2020,322000,85374,1909,3,2
5963735,1/31/2020,567029,85249,3729,5,4.5
5963656,1/20/2020,137000,85374,961,2,2
5971639,1/29/2020,650250,85295,4919,7,6
5964731,1/17/2020,235000,85304,1730,4,2
5964103,1/15/2020,240000,85301,2320,4,2
5963723,1/24/2020,333000,85388,3190,4,3
5964183,1/22/2020,223000,85033,1748,3,2
5966883,1/8/2020,315000,85118,1825,3,2
5966948,1/13/2020,1010000,85207,4986,5,5
6009866,1/6/2020,275000,85022,1839,3,2.5
5964127,1/22/2020,217000,85142,1703,3,2
5966600,1/10/2020,279900,85013,1125,3,1
5966831,1/10/2020,275000,85118,1545,3,1.75
5985270,1/6/2020,295000,85085,2293,3,2.5
5964166,1/31/2020,670000,85016,3270,4,4
5967264,1/26/2020,362990,85119,1658,3,2
5965083,1/24/2020,195000,85041,1238,3,1.5
5964221,1/30/2020,189000,85031,1200,3,2
5970716,1/10/2020,289000,85207,1372,3,2
5965821,1/13/2020,568000,85295,3593,5,3
5964358,1/3/2020,240000,85225,1512,3,1.75
5974278,1/24/2020,432000,85286,3962,5,4
5969700,1/10/2020,169000,85257,950,2,1.5
5969274,1/17/2020,288600,85395,2080,4,2
5965091,1/29/2020,148500,85251,870,1,1
5964477,1/6/2020,375000,85008,1977,3,2
5964538,1/9/2020,161500,85015,1656,3,2.5
5964587,1/6/2020,270000,85032,1799,3,2
5965421,1/10/2020,479500,85396,2337,3,2
5965164,1/21/2020,175000,85255,798,1,1
5974146,1/6/2020,1022000,85331,4694,4,3.5
5965062,1/9/2020,1650000,85253,5496,4,4.5
5966255,1/21/2020,389000,85086,3047,5,3
5965213,1/8/2020,157500,85202,1018,2,2
5977270,1/7/2020,180500,85255,798,1,1
5974319,1/22/2020,428000,85248,2666,4,3
5966410,1/24/2020,1310000,85251,3419,4,3.5
5965738,1/24/2020,268000,85339,1790,3,2
5965835,1/27/2020,198000,85031,1665,4,1.75
5967788,1/30/2020,391900,85331,2012,3,2
5965549,1/31/2020,394990,85338,2594,4,3
5969918,1/10/2020,395000,85298,2231,2,2.5
5969070,1/16/2020,469000,85268,1830,2,2.5
6001913,1/9/2020,290000,85208,1502,3,2
5976672,1/10/2020,275000,85206,2033,3,1.75
5965691,1/9/2020,673000,85003,2322,3,3
5965663,1/14/2020,368900,85044,1873,3,2
5965750,1/31/2020,588125,85024,3226,4,3.5
5965802,1/15/2020,502500,85014,2329,4,3
5967059,1/10/2020,395000,85355,3924,5,3
5965899,1/17/2020,475000,85016,2000,3,3
5965909,1/31/2020,495000,85016,2000,3,2.5
5965958,1/8/2020,579000,85016,1935,3,2.5
5972485,1/16/2020,213000,85268,1107,2,2
5966664,1/14/2020,225000,85016,1265,2,1.75
5966194,1/31/2020,228000,85326,1795,3,2
5966263,1/30/2020,369000,85251,1853,2,2
5966347,1/28/2020,364990,85383,2289,5,3
5966459,1/14/2020,280000,85381,1923,4,2
5966817,1/3/2020,359900,85213,2434,4,2.75
5968563,1/10/2020,325000,85310,2245,4,2
6005866,1/6/2020,324000,85338,2872,4,3
5967415,1/31/2020,258000,85374,1997,4,2.5
5967018,1/13/2020,368000,85375,2519,3,3
5966864,1/17/2020,515000,85142,2812,4,3
5970473,1/10/2020,309000,85268,1416,2,2
5967381,1/3/2020,505000,85086,2446,4,3
5979423,1/10/2020,294000,85375,2033,2,1.75
5967079,1/21/2020,203000,85254,1070,2,2
5982203,1/16/2020,985000,85262,4686,4,3.5
5991899,1/10/2020,760000,85207,3524,6,3.5
5969620,1/7/2020,535000,85379,3359,4,2.5
5974604,1/6/2020,960000,85259,5200,5,5.5
5967256,1/2/2020,530000,85260,2470,4,2
5994231,1/3/2020,270000,85382,1306,3,2
5971258,1/31/2020,215000,85012,981,2,1.5
5978065,1/28/2020,197000,85283,1236,2,2
5977484,1/28/2020,230000,85044,1439,2,2
5978085,1/31/2020,271000,85140,3460,4,3
5969217,1/16/2020,415000,85020,2251,3,3
5985492,1/31/2020,630000,85338,3500,4,3.5
5971902,1/3/2020,577500,85254,2596,5,3
5967995,1/31/2020,650000,85296,4361,6,4
5967529,1/30/2020,297000,85396,2741,5,3.5
5999656,1/15/2020,440000,85254,1606,2,2
5967701,1/30/2020,229000,85335,1776,3,2.5
5992861,1/31/2020,6250000,85253,9152,5,7
5967800,1/2/2020,492000,85263,2447,3,2
5975377,1/31/2020,2980000,85255,6440,4,5
6008161,1/10/2020,419000,85006,1478,3,2
5968244,1/15/2020,375950,85286,2247,4,3
5968978,1/3/2020,380000,85331,1782,3,2
5968163,1/3/2020,530000,85205,3342,4,2.5
5968449,1/16/2020,875000,85086,4556,6,5.5
5968948,1/21/2020,405000,85355,1726,4,2
5968536,1/8/2020,269000,85202,1490,3,2
5968139,1/6/2020,460000,85383,3423,5,3
5968528,1/17/2020,690000,85297,6112,6,5
5968593,1/17/2020,446000,85085,2909,5,4
5973332,1/13/2020,256000,85308,1580,3,1.75
5969018,1/3/2020,510000,85331,2117,4,2
5968420,1/14/2020,435000,85260,2140,4,3
5968358,1/31/2020,575000,85053,2805,5,4
5968453,1/22/2020,221000,85019,1998,4,2
5968426,1/7/2020,1315000,85253,2529,3,2.5
5968519,1/24/2020,270000,85225,1768,3,2
5973164,1/20/2020,482500,85212,4002,5,3.5
5969147,1/6/2020,570000,85388,3063,4,2
5968606,1/10/2020,500000,85254,2604,3,2
5969168,1/3/2020,197500,85251,1200,2,2
5969124,1/22/2020,398000,85263,1528,2,2
5968592,1/6/2020,504835,85142,3633,4,3.5
5969039,1/17/2020,277900,85387,2697,3,2.5
5968780,1/16/2020,246500,85310,1581,3,2.5
5968794,1/8/2020,670000,85142,3830,4,3.5
5968887,1/10/2020,371990,85387,2183,3,3
5968958,1/14/2020,195000,85041,1176,4,2
5969083,1/9/2020,352500,85209,2051,3,2
5969372,1/9/2020,405000,85281,1916,3,2.5
5973467,1/31/2020,415000,85140,1928,2,2
5988221,1/13/2020,390000,85395,2810,3,2.5
5969577,1/16/2020,320000,85050,1823,3,2
5969332,1/31/2020,295000,85392,2507,5,2.5
5969234,1/8/2020,228900,85043,1358,3,2.5
5969236,1/24/2020,219900,85043,1358,3,2.5
5981802,1/24/2020,206000,85029,1565,3,2
5971620,1/27/2020,164428,85118,1062,2,2
5969251,1/15/2020,468500,85085,1759,3,2
5969594,1/13/2020,265000,85338,1715,3,2
5969443,1/17/2020,850750,85259,3600,4,2.75
5970425,1/31/2020,300000,85020,1365,3,2
5969685,1/15/2020,447340,85142,3203,4,3
5969816,1/14/2020,331000,85212,1953,4,2
5969715,1/31/2020,295000,85355,2734,5,3.5
5972286,1/3/2020,310000,85118,1530,2,2
5970113,1/23/2020,550000,85308,2317,4,2.5
5975166,1/21/2020,234900,85304,2321,4,2
5970339,1/29/2020,302500,85282,1594,4,2
5969833,1/15/2020,233990,85396,1712,4,2
6003080,1/31/2020,298500,85251,806,1,1
5969950,1/9/2020,230000,85382,1602,3,2.5
5970041,1/29/2020,417000,85248,3166,3,2.5
5969979,1/15/2020,575000,85212,3202,3,3.5
5970217,1/16/2020,390000,85028,1797,2,2
5998156,1/8/2020,190000,85354,1921,5,3
5970108,1/21/2020,323000,85392,2382,4,2.75
5975740,1/30/2020,410000,85255,1576,3,2
6015822,1/28/2020,250000,85374,2075,3,2.5
6001721,1/15/2020,1430000,85383,5540,5,5.5
5970169,1/15/2020,277990,85396,2425,4,3
5972034,1/6/2020,249990,85396,2237,4,2
5972564,1/16/2020,274900,85340,2281,4,2.5
5970183,1/31/2020,286800,85396,2577,4,3
5972017,1/31/2020,284990,85396,2577,4,3
5974491,1/30/2020,540000,85142,3511,3,3
5970279,1/6/2020,925000,85253,4212,6,4.5
5970989,1/2/2020,439000,85326,2321,4,2
5972145,1/7/2020,268000,85258,1189,2,2
5972966,1/15/2020,595000,85375,2897,3,2.5
5974227,1/6/2020,354900,85396,2975,5,3.5
5972620,1/17/2020,364000,85301,2842,4,4.5
5971349,1/22/2020,210000,85375,1992,3,2
5972554,1/14/2020,229900,85140,1762,4,2
5973031,1/23/2020,375000,85251,2014,2,2
5973751,1/22/2020,235000,85304,1596,4,2
5970711,1/22/2020,298295,85142,2125,3,2
5970714,1/21/2020,249695,85142,1613,3,2
5972170,1/30/2020,433000,85142,2980,3,2.5
5977313,1/8/2020,295000,85298,1650,2,2
5972667,1/17/2020,237000,85037,2044,5,3
5971586,1/17/2020,439500,85249,2964,5,2.5
5973530,1/10/2020,105000,85051,986,2,1
6001448,1/6/2020,455000,85351,2634,3,2.5
5971570,1/30/2020,485000,85392,2577,3,2
5971195,1/24/2020,293000,85379,2879,4,3
5972669,1/10/2020,799000,85259,4769,5,4.5
5970885,1/3/2020,380000,85396,2584,4,2.5
5974468,1/28/2020,907500,85020,3791,3,3
5970982,1/14/2020,695000,85251,1732,3,2
5973166,1/22/2020,295000,85379,2085,3,2
5971017,1/22/2020,143000,85009,936,2,2
6014632,1/15/2020,261500,85387,1268,2,1.75
5974065,1/6/2020,579000,85257,2363,4,2
5973009,1/21/2020,253000,85374,1883,4,2
5971219,1/13/2020,299890,85355,2027,4,3
5974565,1/17/2020,415000,85018,1787,3,2.5
5973946,1/17/2020,505000,85248,2575,5,3
5971643,1/21/2020,232000,85140,2253,4,3
5971640,1/2/2020,475000,85375,2840,3,3.5
5971546,1/2/2020,259900,85296,1468,3,2.5
5972415,1/24/2020,223250,85206,1416,3,2
5971921,1/31/2020,317000,85215,1633,2,2
5971979,1/7/2020,226500,85206,1449,2,2
5972301,1/30/2020,310000,85205,1906,3,2.5
5973084,1/8/2020,325000,85392,2963,4,2.5
5972118,1/31/2020,170000,85201,1117,2,2.5
5971995,1/6/2020,374518,85142,2159,3,2.5
5976019,1/23/2020,213750,85023,1527,3,2
5972122,1/23/2020,410000,85395,2899,4,3
5972344,1/1/2020,850000,85258,3002,4,3
5972560,1/24/2020,263000,85024,1419,3,2.5
5972290,1/10/2020,261000,85326,2272,4,3
5972337,1/3/2020,365000,85007,1451,2,2
5972413,1/21/2020,305000,85310,2046,4,3
5972498,1/17/2020,495000,85207,2732,5,3
5972652,1/23/2020,330000,85006,2102,4,2
5972567,1/9/2020,325000,85396,2201,3,3
5993054,1/30/2020,325990,85212,2178,4,2.5
5975894,1/28/2020,305000,85387,1711,3,2
5975407,1/9/2020,312000,85396,2164,3,3
5972898,1/15/2020,353000,85295,2400,4,3
5972900,1/30/2020,330000,85383,2309,3,2
5978766,1/7/2020,279900,85023,1567,3,2
5972875,1/10/2020,677000,85262,2628,3,3
5983751,1/29/2020,315000,85305,2680,4,2.5
5974470,1/2/2020,545000,85024,2546,6,3.5
5973220,1/24/2020,252000,85020,1276,3,1
5973027,1/16/2020,2250000,85253,5447,5,5.25
5973702,1/21/2020,445000,85054,1843,2,2
5974039,1/16/2020,250000,85249,1199,2,2
5975594,1/13/2020,1150000,85249,4364,5,4.5
6014149,1/24/2020,363000,85044,2077,4,2
5977867,1/17/2020,498000,85395,4987,5,3.5
5975053,1/24/2020,525000,85006,2200,3,3
5999464,1/16/2020,490000,85086,2843,4,2.5
5973291,1/3/2020,207500,85142,1345,3,2
5979812,1/17/2020,1800000,85028,5903,5,6.5
5976035,1/10/2020,269000,85268,1190,2,2
5978364,1/23/2020,175000,85037,1252,3,2
5973383,1/17/2020,277090,85355,1912,4,2
5974202,1/8/2020,510000,85383,3766,5,3.5
5973426,1/9/2020,350000,85028,1335,2,2
5973627,1/30/2020,385000,85254,1584,4,2
5980264,1/15/2020,1650000,85255,6040,5,5.5
5985858,1/6/2020,311000,85383,2439,4,3
5980506,1/10/2020,282000,85257,1746,3,2
5989111,1/16/2020,275000,85203,1855,4,2
5974801,1/29/2020,850000,85213,6713,5,4.5
5973575,1/15/2020,1462000,85118,4299,4,5
5989373,1/16/2020,475000,85284,3013,5,3
5973594,1/9/2020,266790,85355,1613,3,2
5973603,1/23/2020,238890,85355,1296,3,2
5973625,1/31/2020,249990,85326,1567,3,2
6017872,1/10/2020,600000,85014,1981,2,2
5974212,1/15/2020,345000,85375,1958,3,2
5973748,1/15/2020,86500,85208,555,1,1.75
5976095,1/16/2020,430000,85258,1417,2,2
5975602,1/31/2020,1025000,85331,3010,2,3.5
5974050,1/31/2020,368000,85044,2195,4,3
5975683,1/15/2020,233500,85335,1832,4,2
5979051,1/22/2020,350000,85233,2041,3,2.5
5975052,1/17/2020,345500,85024,2110,3,2.5
5974693,1/21/2020,493000,85383,2833,3,2.5
5973924,1/14/2020,235000,85021,2126,2,2.5
5987542,1/31/2020,365000,85028,2136,2,2.5
5974208,1/21/2020,257900,85338,1476,3,2
5974260,1/6/2020,875000,85266,3236,4,2.5
5974852,1/3/2020,345000,85396,2547,4,3
5977353,1/22/2020,1490000,85255,3116,3,3.5
5974136,1/29/2020,634000,85018,2579,4,3
5975416,1/17/2020,290000,85251,1268,2,2
5993290,1/31/2020,280000,85029,2026,5,2
5974698,1/15/2020,425000,85257,1874,3,2
5993171,1/29/2020,1835000,85253,4589,4,5
6016008,1/16/2020,230000,85014,1014,2,2
5977514,1/16/2020,390000,85233,2424,4,2.5
5974385,1/2/2020,366000,85225,1676,3,2
5988621,1/3/2020,378000,85028,1970,4,2
5974420,1/15/2020,333000,85310,2034,4,2
5974556,1/22/2020,220000,85254,1059,2,2
5974463,1/30/2020,550000,85212,2934,4,3.5
5975830,1/15/2020,250000,85086,1772,4,2.5
5974473,1/17/2020,284000,85295,1617,3,2.5
6016143,1/24/2020,300000,85248,1497,2,2
5974600,1/15/2020,364990,85118,2224,3,2
5977217,1/27/2020,51000,85041,804,3,1
5975293,1/28/2020,312946,85120,2196,4,3
5975151,1/22/2020,255000,85120,1526,3,2
5974686,1/3/2020,575000,85286,3172,5,3.5
5975132,1/22/2020,265000,85387,2128,4,2
5974958,1/10/2020,489900,85396,2527,2,2.5
5974808,1/8/2020,235000,85031,2034,4,2
5993034,1/10/2020,440000,85044,2510,4,2.5
5974857,1/9/2020,220000,85027,1430,3,2
5975352,1/7/2020,237000,85142,1903,3,2.5
5974966,1/16/2020,275500,85206,1817,3,2
5976575,1/10/2020,289900,85379,1909,4,2
5977959,1/8/2020,820000,85255,3080,3,3
5975123,1/16/2020,850000,85296,5341,5,6
5975122,1/30/2020,224920,85326,1562,3,2
5975411,1/3/2020,339000,85351,1653,2,2
5975230,1/27/2020,209990,85326,1770,4,2
5981858,1/31/2020,380000,85016,1869,4,2
5975238,1/15/2020,420000,85262,1560,2,2
5975632,1/17/2020,395000,85041,2312,3,2
5987738,1/8/2020,500000,85331,2257,2,2.5
5977832,1/10/2020,235000,85326,1831,4,2
5977442,1/21/2020,330000,85024,1800,4,2
5975339,1/23/2020,349990,85353,2325,4,2.5
5975446,1/3/2020,301000,85295,2159,3,2.5
5975667,1/22/2020,815000,85284,4028,5,3.5
5975462,1/3/2020,165000,85053,1228,2,2.5
5979426,1/2/2020,347500,85268,1276,3,2
5982568,1/21/2020,345000,85044,1733,3,2
5975618,1/6/2020,682500,85255,3328,5,3
5983228,1/8/2020,286500,85086,1827,4,2
5975739,1/7/2020,343000,85396,2040,2,2
5975770,1/13/2020,215215,85140,1747,3,2.5
5984710,1/8/2020,393000,85233,2647,4,2.5
6009108,1/15/2020,240000,85381,1480,3,2
5997467,1/22/2020,300000,85118,1620,2,2
5975864,1/8/2020,475000,85249,2985,5,4
5977151,1/14/2020,225000,85014,1558,3,2
5976640,1/27/2020,283000,85373,2345,3,2.5
5978295,1/15/2020,335000,85202,1794,3,2
5975968,1/3/2020,215000,85202,1310,3,2.5
5982017,1/9/2020,440000,85248,2272,2,2
5976732,1/10/2020,290000,85258,1238,2,2
5977540,1/31/2020,247000,85396,1705,3,2.5
5976139,1/15/2020,82500,85206,1560,3,2
5976255,1/10/2020,220000,85305,1439,2,2.5
5976174,1/30/2020,323000,85340,3048,5,2.5
6030342,1/31/2020,470000,85260,1837,4,2
5980383,1/2/2020,460000,85338,2143,3,3
6009127,1/17/2020,249000,85009,1942,4,3
5976695,1/17/2020,455000,85042,2621,4,3.5
5976831,1/22/2020,835000,85387,3389,3,2
5976343,1/14/2020,277000,85303,2663,4,2.5
5976353,1/27/2020,210000,85225,1267,4,2
5977407,1/16/2020,570000,85283,2998,4,2.5
5980224,1/30/2020,291000,85375,1872,3,2
5976376,1/3/2020,168000,85040,1222,3,2
5977327,1/7/2020,450000,85260,2046,3,3
5976462,1/8/2020,242000,85008,1005,2,2
5978149,1/31/2020,725000,85255,4098,5,4
5979127,1/24/2020,182900,85033,1006,2,1
5980010,1/15/2020,359900,85255,1615,3,2
5977435,1/10/2020,315000,85305,2220,4,3
5977812,1/9/2020,945000,85207,3954,3,3.5
5976561,1/31/2020,294000,85020,1352,3,2
5978570,1/22/2020,213000,85044,1015,2,1
5997114,1/7/2020,260000,85388,1932,3,2.5
5980113,1/22/2020,580000,85086,2729,4,3
5980709,1/3/2020,587000,85142,3194,4,3.5
5999331,1/24/2020,438000,85018,1698,3,2
5994232,1/16/2020,355000,85295,2551,4,2.5
5980581,1/6/2020,692500,85262,2772,3,2.5
5980686,1/17/2020,1412500,85266,5070,4,5.5
5977373,1/30/2020,685000,85263,2441,2,2.5
5989912,1/10/2020,795000,85255,3509,4,3
5976787,1/27/2020,244000,85308,1343,3,2
6010984,1/15/2020,975000,85254,3324,5,4
5976839,1/14/2020,275390,85140,2125,3,2
5987455,1/2/2020,190000,85282,1533,4,2.5
5977933,1/16/2020,300000,85338,1907,4,2
5981651,1/3/2020,240900,85029,1472,3,2
5978022,1/9/2020,231500,85029,1760,4,2
5977171,1/15/2020,1140000,85253,2695,5,3
5977928,1/23/2020,445000,85119,2965,4,3
5984525,1/2/2020,825000,85266,4218,5,4.5
5977315,1/10/2020,300000,85381,2111,4,2
5977919,1/29/2020,515000,85383,2967,4,3
5977513,1/10/2020,348500,85203,2197,4,3
5982660,1/13/2020,213000,85051,1288,4,1.5
5977060,1/30/2020,579990,85024,3489,5,4
5979243,1/20/2020,395000,85297,2997,4,3
5977173,1/29/2020,1090000,85331,4185,4,4.5
5978339,1/6/2020,440000,85295,3398,5,3
5997923,1/10/2020,4350000,85253,7500,5,6
5977289,1/7/2020,155000,85308,1345,3,2
5979191,1/22/2020,381000,85083,3131,4,3
5977137,1/9/2020,280000,85040,1563,3,2
5977181,1/17/2020,567898,85086,2316,4,2
5978089,1/23/2020,342000,85086,2261,4,2
5977721,1/14/2020,285000,85014,1338,2,2
6023047,1/31/2020,303000,85338,2522,4,3
5977974,1/21/2020,512500,85383,2610,2,2.5
5977419,1/10/2020,29900,85027,1440,2,2
5978145,1/23/2020,420000,85224,2587,4,3.5
5978075,1/31/2020,335000,85251,831,1,1
5978083,1/15/2020,489700,85331,2005,3,2
5977461,1/10/2020,482000,85203,3539,4,3
5977507,1/13/2020,465500,85016,2238,3,2
5977908,1/3/2020,270000,85340,2052,2,2
5977695,1/16/2020,364000,85212,2715,6,2.5
5978776,1/21/2020,830000,85248,3757,5,4.5
5977735,1/15/2020,377500,85085,3348,4,3
5991112,1/21/2020,360000,85331,2230,4,3
5978184,1/17/2020,389900,85381,2525,4,3
5980828,1/31/2020,332000,85225,2362,4,2
5977898,1/10/2020,240000,85022,1815,3,2.5
5978637,1/3/2020,225000,85251,1200,2,2
5977824,1/3/2020,630000,85003,2301,2,2.5
5978010,1/17/2020,191000,85351,1659,2,2
5978000,1/9/2020,321000,85355,2064,5,3
5980558,1/9/2020,470000,85250,2575,3,2.5
5978058,1/30/2020,345000,85396,2325,4,2.5
5979395,1/9/2020,290000,85381,1989,4,3
5981472,1/31/2020,687500,85377,2771,4,2.5
5978152,1/27/2020,367990,85338,2325,4,2.5
5978365,1/6/2020,385000,85012,1120,3,1
5978192,1/31/2020,265900,85326,2488,5,3
5980500,1/2/2020,454000,85213,2841,4,3
5978598,1/7/2020,570000,85308,2712,4,3
5978275,1/24/2020,471725,85212,2540,4,3
5984438,1/2/2020,435000,85259,1699,3,2
5985405,1/13/2020,420000,85045,2233,3,2.5
5978376,1/14/2020,322000,85308,2281,4,2.5
5978316,1/24/2020,202990,85326,1545,3,2
5978451,1/31/2020,307000,85308,1503,3,2
5991598,1/13/2020,960000,85258,3472,3,2.5
5978509,1/16/2020,66500,85326,578,2,1
5979997,1/10/2020,475000,85361,3508,6,3.5
5978630,1/24/2020,324360,85345,2428,4,3
5980571,1/2/2020,306000,85257,1020,2,2
5978472,1/7/2020,498500,85338,2802,3,2.5
6006068,1/6/2020,249900,85050,1228,2,1.75
5978756,1/30/2020,583755,85257,2251,3,2.5
5978907,1/20/2020,791212,85331,3000,5,3
5979099,1/13/2020,260000,85323,2207,3,2
5979081,1/7/2020,264900,85392,1798,3,2
5979242,1/14/2020,344000,85268,1715,2,2
5978820,1/17/2020,630000,85296,3015,4,2.5
5978856,1/10/2020,251500,85263,1358,2,2
5978870,1/9/2020,460000,85396,3708,5,3.5
5984006,1/14/2020,572000,85375,2784,2,2.5
5978927,1/7/2020,740632,85331,2501,4,2.5
5984126,1/15/2020,195000,85206,1792,5,3
5978930,1/13/2020,215000,85224,1043,2,2
5988698,1/15/2020,555000,85259,3275,4,3
5979014,1/7/2020,265000,85051,1893,4,2
5980861,1/30/2020,3075000,85251,6714,6,6.5
5980567,1/9/2020,225000,85041,2230,4,3
5979160,1/9/2020,252000,85204,1499,3,2.5
5981826,1/31/2020,165000,85014,840,2,2
5979254,1/2/2020,300000,85086,2348,4,2.5
5980659,1/7/2020,675000,85383,3022,3,3.5
5979170,1/27/2020,288495,85142,2027,4,3
5980486,1/17/2020,290000,85310,1523,3,2
5980193,1/17/2020,245000,85339,2113,4,2.5
5979354,1/29/2020,234900,85033,1717,4,2
5979259,1/3/2020,282500,85225,1868,3,2.5
5980685,1/10/2020,1085000,85259,3436,4,4.5
5980603,1/10/2020,735000,85308,3551,5,4
5980701,1/29/2020,68000,85301,483,0,1
5983372,1/30/2020,340000,85281,1442,4,2
5981808,1/17/2020,337000,85054,1464,2,2
5981526,1/2/2020,299000,85207,1856,4,2.5
5979345,1/15/2020,295000,85339,2958,5,3.5
5981072,1/15/2020,365000,85304,3055,4,2.5
5993002,1/17/2020,322000,85205,2190,4,2
6004553,1/27/2020,355000,85383,2503,4,2.5
5980702,1/10/2020,130000,85015,1082,2,1.5
5981912,1/30/2020,455000,85083,4070,6,4
5979487,1/22/2020,194400,85009,1056,3,2
5981064,1/31/2020,480000,85226,3308,5,3
5979590,1/9/2020,285000,85234,1248,3,2
6004190,1/31/2020,420000,85375,2001,2,1.75
5979562,1/16/2020,900000,85253,3379,5,4
5990168,1/8/2020,900000,85016,3250,3,3
5986994,1/3/2020,650000,85023,2766,4,2.5
5980118,1/31/2020,300000,85339,2616,4,3
5979599,1/28/2020,356527,85355,2563,4,3
5979728,1/10/2020,255000,85142,2169,4,2
5980735,1/29/2020,418500,85028,2058,4,2
5979739,1/31/2020,550000,85286,3526,4,3.5
5984700,1/30/2020,400000,85048,2346,4,2
5980888,1/7/2020,340000,85388,2922,4,2
5980132,1/9/2020,290000,85225,1703,4,3
5979794,1/10/2020,420000,85248,2373,3,2
5981799,1/3/2020,325000,85086,2103,3,2
5980381,1/31/2020,369000,85296,1892,3,3
5979825,1/14/2020,275000,85355,2027,4,3
5979828,1/28/2020,273890,85355,1912,4,2
5993460,1/15/2020,370000,85381,3316,6,3
5993201,1/7/2020,420000,85251,1982,2,2
5979910,1/21/2020,345000,85259,1876,3,2
5980127,1/15/2020,324000,85387,2048,3,2
5982160,1/21/2020,1250000,85331,5602,6,5.5
5982937,1/10/2020,620000,85296,3679,6,3.5
5979940,1/31/2020,347300,85050,1663,3,2
5979961,1/29/2020,425000,85392,2704,4,3
5982470,1/28/2020,335000,85042,1950,3,2.25
6007712,1/28/2020,625000,85085,3235,4,3
5986931,1/3/2020,244799,85204,1512,5,2
5980303,1/31/2020,126997,85037,803,2,2
5980712,1/14/2020,305000,85233,1756,3,2
5980162,1/24/2020,362500,85140,3317,5,3
5998059,1/10/2020,155000,85351,1285,2,2
5989271,1/7/2020,495000,85254,2085,3,2
5990520,1/3/2020,130000,85351,1046,2,1
5980656,1/3/2020,691000,85259,3006,4,3.5
5981627,1/15/2020,250000,85086,1217,2,2
6002271,1/17/2020,285000,85040,1720,3,1.75
5981848,1/30/2020,301000,85338,1375,2,2
5980731,1/3/2020,370000,85260,1422,2,2
5987777,1/10/2020,237000,85326,1540,3,2
5980183,1/2/2020,385000,85377,1970,2,2.5
5984848,1/17/2020,680000,85260,2970,4,3
5980272,1/31/2020,365000,85027,2566,4,3
5981557,1/30/2020,204000,85037,1300,4,2
5980277,1/15/2020,340000,85248,1624,2,2
5980796,1/16/2020,215000,85305,1439,2,2.5
5980348,1/7/2020,564000,85142,2995,4,3
5988439,1/21/2020,220000,85351,1690,2,1.75
5981086,1/6/2020,227000,85373,1571,2,2
5980872,1/7/2020,270000,85283,1320,3,2
5980767,1/31/2020,384000,85249,2285,4,2
5984055,1/24/2020,620000,85268,3582,5,4
5980430,1/8/2020,315000,85303,3080,5,2.5
5981023,1/17/2020,290000,85373,2726,3,2.5
6009633,1/6/2020,285000,85234,1326,3,2
5989307,1/30/2020,810000,85255,2638,3,2
5987142,1/2/2020,325000,85016,1185,2,2
5981930,1/10/2020,248000,85027,1936,3,2.5
5980518,1/6/2020,436500,85259,1620,3,2.5
5986376,1/13/2020,450000,85207,2950,3,3
5982187,1/29/2020,1595000,85253,8036,5,5.5
5980831,1/15/2020,221000,85210,1657,4,2
