List_Number,Close_of_Escrow_Date,Sold_Price,Zip_Code,Approx_SQFT,#_Bedrooms,#_Bathrooms
5991714,1/10/2020,142000,85283,797,1,1
5992296,1/3/2020,309900,85032,2094,5,2
5992260,1/27/2020,335000,85339,1645,3,2
5999239,1/3/2020,160000,85258,644,1,1
5991864,1/9/2020,300000,85014,1944,3,2
5992038,1/3/2020,300000,85041,2865,4,2.5
5993590,1/3/2020,243000,85326,1552,3,2
5991933,1/27/2020,195000,85035,1601,3,2
5991838,1/13/2020,344800,85383,2205,3,2
5993433,1/8/2020,250000,85233,1100,2,2.5
5993586,1/16/2020,262500,85083,1871,3,2.5
6000934,1/10/2020,243000,85378,1716,2,2
5991689,1/15/2020,215000,85215,1296,2,2
5996189,1/31/2020,2995000,85258,7010,5,8
5993933,1/17/2020,232800,85255,1149,2,2
6014430,1/16/2020,149000,85210,918,2,1
6003059,1/10/2020,280000,85022,1627,3,2
5996623,1/13/2020,309900,85381,1965,5,2
5992501,1/3/2020,425000,85003,2502,2,4
5991739,1/24/2020,432000,85268,2080,4,3
5991736,1/31/2020,220000,85013,1280,2,2.5
5991758,1/16/2020,245000,85354,2187,5,3
5991935,1/6/2020,515000,85268,2506,4,3
5991746,1/10/2020,246000,85022,1345,3,2.5
6008873,1/10/2020,152000,85225,831,2,2
5992301,1/31/2020,169000,85302,1696,3,2.5
5995977,1/2/2020,530000,85213,3608,5,3
5992615,1/23/2020,415000,85338,3260,4,3.5
6000476,1/10/2020,309000,85296,1896,3,2.5
6002215,1/8/2020,393000,85374,2393,2,2
5993459,1/28/2020,312000,85338,2092,3,2.5
5995946,1/9/2020,232000,85029,1447,3,1.75
5992819,1/31/2020,220500,85209,1268,3,2
6002695,1/17/2020,640000,85286,4525,5,4
6002535,1/15/2020,1750000,85253,4819,4,4.5
5991881,1/9/2020,166000,85119,1260,3,2
5991871,1/3/2020,615000,85258,3000,3,3
5994395,1/21/2020,228000,85249,958,2,2
5996064,1/7/2020,168000,85351,1266,2,2
5992694,1/31/2020,343000,85295,2222,4,2.5
5992593,1/9/2020,300000,85226,1887,3,2
5992447,1/15/2020,380000,85233,2836,4,2.5
5992116,1/10/2020,575000,85012,1655,3,2
5992015,1/31/2020,875000,85260,3998,5,3.5
5994791,1/27/2020,1400000,85018,3241,4,3.5
6015808,1/7/2020,344000,85259,1322,2,2
5992688,1/30/2020,434000,85283,2452,4,3
5992071,1/2/2020,350000,85383,2048,3,2
6012860,1/10/2020,277000,85048,1352,3,2
5994681,1/6/2020,450000,85213,3039,4,2.5
5993471,1/29/2020,289000,85396,2515,4,2.75
5991985,1/17/2020,328990,85225,1789,2,2
6014098,1/31/2020,299999,85142,2294,5,2.5
5992026,1/29/2020,242000,85037,2253,3,2.5
5994386,1/17/2020,537000,85297,3753,6,4.5
5992240,1/21/2020,139900,85016,902,1,1
5992786,1/15/2020,685000,85255,2775,3,2.5
5994461,1/17/2020,235000,85373,1673,3,2
5995234,1/28/2020,485000,85249,2723,4,3
5992017,1/15/2020,490000,85396,2092,2,2
5992432,1/10/2020,587500,85255,2364,4,3
6002599,1/24/2020,885000,85377,3493,5,5
5992074,1/30/2020,331000,85303,2714,4,2.5
5992089,1/6/2020,345000,85326,3009,4,2.5
5993482,1/13/2020,245000,85041,1759,4,2
5996275,1/15/2020,289000,85383,1776,3,2
6007236,1/10/2020,429000,85003,1475,2,2
6014329,1/21/2020,290000,85260,1279,2,2
5994201,1/2/2020,265000,85338,1777,4,2
5994080,1/18/2020,373000,85086,2080,2,2
5992680,1/7/2020,292000,85053,1929,4,2
6000046,1/2/2020,368000,85226,2328,4,3
5992468,1/27/2020,245000,85263,1727,2,2
5992186,1/2/2020,296000,85296,2037,4,3
5992918,1/15/2020,346000,85206,1691,3,2
5993845,1/30/2020,264900,85381,1431,3,2
5992814,1/31/2020,159900,85208,1904,2,2
5993326,1/17/2020,329900,85212,1751,3,2
5992227,1/31/2020,217000,85029,1908,3,2
5992233,1/13/2020,145000,85203,879,2,2
5996286,1/10/2020,230000,85379,1603,3,2
5992272,1/2/2020,308000,85016,1402,2,2.5
5997100,1/16/2020,170000,85363,800,2,2
6000257,1/3/2020,237000,85326,2051,4,2.5
5992394,1/31/2020,255000,85338,1859,4,2
5994539,1/9/2020,345000,85283,1839,3,2
5992518,1/3/2020,230000,85040,1695,4,2.5
6020469,1/30/2020,143000,85301,1092,2,2
5999032,1/15/2020,400000,85254,1791,3,2
6014538,1/14/2020,383500,85308,2326,4,2
5992509,1/10/2020,220000,85119,1614,3,2.5
5992317,1/21/2020,325900,85388,1987,3,2
5997322,1/1/2020,350000,85085,1508,2,2
5992762,1/8/2020,384000,85041,3317,4,3
5993574,1/23/2020,291000,85375,2068,2,2.5
5992424,1/21/2020,315000,85379,2112,3,3
5998944,1/15/2020,625000,85142,2658,4,3
5994995,1/7/2020,366000,85050,1654,3,2.5
5993670,1/31/2020,258400,85032,1256,2,2
5998146,1/15/2020,179900,85225,1066,3,2
5994417,1/21/2020,335000,85040,1774,3,2.5
5993765,1/3/2020,250000,85338,1959,4,2
5992458,1/31/2020,280000,85374,1583,3,3
6000341,1/17/2020,780000,85018,2957,5,4
5992875,1/9/2020,345000,85260,1740,2,2
5993852,1/10/2020,314000,85338,1873,3,2
5992621,1/24/2020,440000,85295,2676,4,2.5
5993585,1/17/2020,86000,85017,896,2,1.5
6009845,1/28/2020,182000,85021,1102,3,1.5
5993033,1/10/2020,259900,85379,1836,3,2
6001251,1/10/2020,850000,85255,2835,4,3
6007582,1/8/2020,256000,85207,1508,4,2
5992697,1/31/2020,785000,85260,3645,5,5
5993418,1/8/2020,269000,85024,1419,3,2.5
5993553,1/15/2020,580000,85298,2551,3,3
5998407,1/22/2020,275000,85281,1510,3,2.5
5992736,1/24/2020,180000,85029,1409,4,1
5995378,1/22/2020,450000,85016,2165,4,3
5998068,1/7/2020,545802,85086,2501,4,2.5
5992876,1/10/2020,410000,85224,2760,5,3
5996535,1/13/2020,345000,85142,2360,4,2.5
5993109,1/16/2020,400000,85251,1416,3,2
5993183,1/16/2020,288000,85374,2246,4,2.5
5994615,1/13/2020,228000,85302,2419,4,1.5
5997198,1/7/2020,188000,85208,1440,3,2
5999256,1/9/2020,599000,85266,3424,4,2.5
6004464,1/10/2020,321000,85042,2864,5,2.5
5993027,1/20/2020,300000,85206,1925,4,2.5
5993293,1/6/2020,205000,85023,1200,4,2
5993241,1/31/2020,412000,85028,1461,2,2
6008707,1/17/2020,295000,85018,1457,2,2
5993256,1/17/2020,244900,85044,1685,2,2
5993162,1/16/2020,425000,85286,2155,3,2
5993143,1/13/2020,269900,85373,2205,3,2
6002866,1/16/2020,218500,85260,1090,2,1
5993330,1/7/2020,326000,85014,1588,3,2
5993024,1/10/2020,445000,85233,3434,5,3.5
5993046,1/28/2020,203000,85140,1281,3,2
5993265,1/6/2020,432000,85209,3585,5,3
5994081,1/20/2020,229000,85120,1218,2,2
5996439,1/22/2020,250000,85375,1580,2,2
5995132,1/2/2020,590000,85396,2629,2,2.5
5993659,1/27/2020,349900,85387,1894,2,2
5994218,1/3/2020,225000,85017,1805,3,2
5993642,1/15/2020,386415,85396,2474,2,2.5
5993812,1/22/2020,300000,85023,2276,3,2
6007387,1/31/2020,287250,85381,1496,3,2
5993753,1/6/2020,260000,85374,1555,2,1.75
5993253,1/28/2020,455000,85086,2736,3,2.5
5993298,1/10/2020,74000,85119,896,3,2
6009517,1/21/2020,368000,85044,1930,3,2
5993187,1/31/2020,358500,85387,1958,2,1.75
5993576,1/16/2020,357900,85248,2023,2,2
5994800,1/30/2020,415000,85257,1818,3,2
5995475,1/2/2020,193000,85251,725,1,1
5993268,1/23/2020,328500,85268,1838,4,2.5
5994253,1/31/2020,230000,85345,1469,3,2
5993279,1/22/2020,238000,85015,1894,3,2
5993581,1/10/2020,348000,85387,2599,4,3
5993467,1/22/2020,325000,85268,1493,3,2
5993369,1/30/2020,146000,85353,1476,3,2
5996530,1/21/2020,305000,85392,2569,4,3
5993385,1/6/2020,275000,85142,1407,3,2
5999783,1/24/2020,3825000,85253,8049,6,5.5
5993448,1/16/2020,204900,85255,942,1,1
5993526,1/10/2020,282500,85204,1844,4,2
5993493,1/24/2020,239500,85201,1548,4,2
5993562,1/15/2020,223000,85396,1746,4,2
5994644,1/9/2020,173000,85255,798,1,1
6008837,1/30/2020,360000,85383,2745,4,3.5
5993596,1/7/2020,45000,85009,1036,2,1.5
5993600,1/30/2020,260000,85355,2661,4,2.5
5993838,1/27/2020,305000,85207,1605,3,2.5
6007256,1/7/2020,365000,85207,1584,3,2
5994100,1/22/2020,160000,85345,936,2,1
5993796,1/10/2020,276500,85373,2034,3,2
5994301,1/17/2020,293200,85302,1684,4,2
5995185,1/15/2020,292000,85224,1700,3,2
5994143,1/31/2020,360000,85295,2490,5,3
6003440,1/21/2020,565000,85255,2111,2,2
5996919,1/16/2020,505000,85268,2736,2,2.5
6000252,1/23/2020,250000,85260,1111,2,1.5
5994801,1/17/2020,169900,85260,765,1,1
5995277,1/8/2020,166800,85033,1657,4,2
5994002,1/24/2020,4850000,85253,6946,4,5
5993986,1/22/2020,255882,85302,1996,3,2
5993797,1/20/2020,178000,85201,1359,3,2
5996927,1/14/2020,235999,85392,1549,3,2
5993905,1/28/2020,1980000,85259,5200,4,4.5
5994208,1/29/2020,649900,85249,3793,6,3
5993855,1/6/2020,329900,85044,1720,3,2
6005142,1/15/2020,552000,85383,2787,4,3
5993927,1/9/2020,240000,85212,1438,2,2.5
6022352,1/31/2020,451700,85203,2988,4,2.5
5993915,1/17/2020,359900,85326,2170,4,3
5993923,1/23/2020,165000,85009,840,2,1
5993934,1/20/2020,449800,85295,2622,4,3
5993901,1/27/2020,360000,85225,1927,2,2.5
5993924,1/24/2020,266900,85043,2100,4,3
5994225,1/24/2020,350000,85259,1715,3,2
5994059,1/22/2020,205000,85035,1200,4,2
5995762,1/30/2020,280000,85378,1934,4,2
5994312,1/2/2020,225000,85283,1750,3,2.5
5994609,1/30/2020,328680,85338,2406,5,3
5994663,1/22/2020,227500,85345,1216,3,2
5994010,1/16/2020,354000,85259,1550,2,2
5994034,1/2/2020,242000,85024,1770,3,2.5
6009501,1/10/2020,598618,85087,3167,4,3
5994043,1/31/2020,460000,85085,3296,5,3
6003569,1/8/2020,285000,85044,1244,3,1.75
5994096,1/13/2020,228000,85308,1457,3,2.5
5994625,1/14/2020,1540000,85383,5335,4,4
6001817,1/10/2020,1225000,85286,4429,4,3.5
6013776,1/17/2020,301300,85282,1520,2,1.75
5994212,1/10/2020,400000,85305,2630,3,1.75
5995793,1/31/2020,212000,85373,1480,2,2
5994269,1/31/2020,495000,85016,2510,4,2
5994419,1/21/2020,224000,85012,734,1,1
5994426,1/10/2020,225000,85024,1136,3,2
6005401,1/30/2020,190000,85204,1076,3,2
5996640,1/27/2020,233000,85029,1456,4,2
5994412,1/8/2020,619900,85383,2336,3,3
5994579,1/3/2020,307000,85260,1097,2,2
5994586,1/28/2020,343000,85142,1944,3,2
5994369,1/31/2020,205000,85023,1241,3,1
5995171,1/31/2020,243000,85335,2255,3,2.5
5999562,1/15/2020,345000,85248,1346,2,2
5996169,1/22/2020,270000,85018,1140,2,2
6005668,1/31/2020,929000,85259,4196,5,3.5
5995595,1/6/2020,249900,85382,1564,3,2.5
5998699,1/8/2020,289900,85209,2370,4,2.5
5994422,1/30/2020,219990,85396,1570,3,2
5995181,1/30/2020,252000,85140,2425,4,2.5
5994429,1/31/2020,305000,85225,2020,4,2
5994446,1/30/2020,295355,85387,2123,4,2
5994447,1/29/2020,297990,85225,1681,3,2.5
5996358,1/24/2020,625000,85259,2708,3,3.5
5996422,1/6/2020,285000,85032,1602,3,2
5994735,1/30/2020,148500,85120,751,2,1
5997707,1/22/2020,369000,85396,2550,4,3
5998429,1/14/2020,232500,85048,1408,2,2
5994624,1/6/2020,262500,85022,1828,4,3.5
5994605,1/6/2020,374900,85210,2800,5,2.75
5994971,1/6/2020,342500,85298,1604,2,2
5996400,1/17/2020,805000,85259,3287,4,3
6014197,1/9/2020,322500,85209,1763,3,2
5994614,1/31/2020,330000,85262,1575,3,2
6004708,1/8/2020,235000,85351,1699,3,2
5998783,1/23/2020,380000,85042,2836,3,2.5
5994706,1/10/2020,287500,85295,1737,3,2.5
5997207,1/2/2020,215000,85375,1824,2,1.75
5996789,1/10/2020,335000,85331,1420,2,2
5994750,1/2/2020,235000,85204,1298,3,2
5998447,1/15/2020,497500,85331,2577,3,2
5996333,1/21/2020,350000,85331,1702,3,2
5995038,1/23/2020,354900,85210,1633,3,2
6012895,1/30/2020,269900,85392,1787,4,3
5994899,1/31/2020,210000,85035,1197,4,2
5995170,1/2/2020,440000,85383,2705,3,2.5
5994784,1/2/2020,270000,85379,2065,4,2
5997318,1/3/2020,270000,85015,1620,4,3
5994794,1/2/2020,265000,85215,1250,3,2
6001509,1/3/2020,640000,85226,4027,5,3.5
5996849,1/3/2020,388500,85298,2120,4,3
5994822,1/13/2020,169500,85281,1144,3,2
5995278,1/10/2020,5400000,85251,6964,5,7
6010193,1/17/2020,615000,85308,2918,4,3
5996185,1/31/2020,645000,85262,2268,3,2
6009742,1/17/2020,2250000,85262,6043,4,7
5998880,1/15/2020,259900,85374,1883,4,2
5995459,1/3/2020,217000,85338,1591,3,2
5998617,1/13/2020,240000,85304,1464,4,2.5
5997991,1/11/2020,154000,85012,702,1,1
5995971,1/11/2020,420000,85213,2651,5,3
5995175,1/14/2020,129000,85029,1036,2,2
5995576,1/16/2020,336800,85225,1982,5,2
5996388,1/8/2020,420000,85085,2691,3,2.5
5995355,1/8/2020,339900,85086,2324,4,2
5997283,1/9/2020,290000,85042,1694,2,2.5
5995336,1/20/2020,350000,85028,1401,2,2
5994966,1/7/2020,188500,85255,798,1,1
5997559,1/30/2020,570000,85268,2864,3,3.5
5995001,1/7/2020,677500,85268,2605,4,2.5
5994983,1/22/2020,261000,85296,1661,3,2.5
6011394,1/13/2020,290000,85382,2045,4,2.5
5996226,1/15/2020,500000,85212,3179,4,3.5
5996239,1/20/2020,307500,85310,1710,4,2
6007263,1/21/2020,234900,85119,1410,3,2
5995533,1/8/2020,396000,85258,1723,2,2
5996460,1/8/2020,260000,85029,1979,4,2
5995639,1/14/2020,430000,85379,4242,4,3.5
5995476,1/24/2020,290000,85142,3190,4,3
5995274,1/9/2020,250000,85326,2681,4,2.5
5995225,1/7/2020,257000,85306,1680,3,2
5996630,1/21/2020,279000,85381,1522,3,2
5995332,1/30/2020,245000,85353,2145,4,2.5
5995539,1/15/2020,290000,85032,1696,3,2.5
5995147,1/7/2020,205000,85326,1572,3,2
6009297,1/8/2020,438000,85340,3365,4,3
5995534,1/10/2020,460000,85044,2257,3,2
6008033,1/22/2020,355000,85304,3024,5,2.5
6016093,1/24/2020,695000,85032,4895,7,5
5996153,1/9/2020,169000,85283,1040,3,1
5997070,1/9/2020,460000,85012,2442,4,2
5995468,1/17/2020,340000,85142,2202,4,2
6007304,1/31/2020,399900,85142,2527,4,3
5996413,1/15/2020,165000,85207,1150,2,2
5997444,1/9/2020,332000,85396,1596,2,2
5999493,1/14/2020,327900,85296,2015,3,3.5
5995832,1/28/2020,293000,85382,1959,4,2.5
5995401,1/31/2020,473000,85355,1932,3,2
5995260,1/3/2020,375000,85254,1878,3,2
5999295,1/10/2020,160000,85202,960,2,2
6007513,1/14/2020,254900,85040,1288,4,2
5996493,1/27/2020,316000,85373,1800,3,1.75
6001545,1/3/2020,298000,85142,2151,3,2
5997052,1/27/2020,264900,85258,1169,2,2
5995316,1/28/2020,203000,85351,1861,2,2
5995845,1/29/2020,345000,85388,2635,3,2.5
5996123,1/17/2020,440000,85298,2361,3,2
5995560,1/2/2020,211000,85257,936,2,2
5995508,1/7/2020,670000,85258,2303,4,2.5
5995822,1/7/2020,135000,85007,1014,3,1
6005462,1/3/2020,250000,85304,1918,3,2
5997363,1/17/2020,154500,85208,1032,2,1.75
6009261,1/23/2020,645000,85207,4057,5,4
5995506,1/24/2020,207900,85043,1833,4,2
5995519,1/7/2020,353000,85282,2103,4,2
5996051,1/2/2020,299900,85209,1728,3,2
5996934,1/15/2020,305000,85204,1846,3,2
5995474,1/20/2020,123000,85051,1008,3,1
5996142,1/3/2020,383000,85296,1694,3,2
5996536,1/21/2020,460000,85295,2871,4,2.5
5997389,1/23/2020,507000,85022,2384,3,2
5996808,1/3/2020,310000,85251,1267,2,1.5
5996624,1/24/2020,700000,85266,1955,3,2
5996999,1/16/2020,268000,85295,1284,3,2
5999169,1/8/2020,130000,85208,801,2,2
5995710,1/30/2020,485000,85248,3135,5,3
5996826,1/2/2020,183000,85351,1465,3,2
6001756,1/17/2020,435000,85250,2242,3,2.5
5995658,1/28/2020,239000,85323,2142,4,2.5
6004713,1/31/2020,260000,85379,2071,3,2
5995814,1/23/2020,430000,85032,2225,4,2.5
6004983,1/22/2020,450500,85054,1876,3,2
5995591,1/3/2020,229900,85326,1795,3,2
5995592,1/3/2020,230900,85326,1795,3,2
5995598,1/21/2020,228900,85326,1795,3,2
6001018,1/31/2020,537000,85254,2095,2,2.5
5995746,1/6/2020,238000,85323,1524,3,2
6003385,1/29/2020,169000,85029,1161,2,1
6007296,1/13/2020,349900,85308,1840,3,2
5995698,1/24/2020,305990,85307,2419,3,2.5
5995705,1/28/2020,270990,85326,1849,3,2
5995711,1/22/2020,286590,85140,2125,3,2
5995742,1/15/2020,255000,85022,1322,3,2
5997060,1/24/2020,320000,85016,1596,3,2.5
5996306,1/10/2020,4665000,85253,8861,6,7
5995740,1/8/2020,225000,85302,1352,3,2
5995792,1/31/2020,735000,85254,3830,6,3.5
5996638,1/6/2020,295000,85224,1765,3,2.5
6002331,1/29/2020,255000,85249,1258,2,2
5996496,1/16/2020,830000,85142,3591,5,3.5
5995908,1/2/2020,500000,85018,1600,3,3
5997291,1/2/2020,215000,85373,1508,2,2
5996773,1/10/2020,257500,85345,1788,3,2
5998312,1/23/2020,235000,85032,1812,4,2
5995834,1/9/2020,180350,85308,912,2,1
5995887,1/2/2020,485000,85014,1383,3,3
5996259,1/10/2020,240000,85326,2485,3,3
5995959,1/17/2020,365000,85233,2682,3,2.5
5996281,1/6/2020,355000,85340,1705,4,2
5996896,1/7/2020,460000,85383,2598,4,2.5
5995956,1/3/2020,304900,85085,1504,3,2
6013749,1/21/2020,310000,85086,1264,3,2
5995952,1/31/2020,217500,85305,1439,2,2.5
5996145,1/9/2020,304000,85340,2984,4,2.5
5996560,1/14/2020,382000,85140,3370,4,2.5
5996204,1/28/2020,317500,85383,1758,4,3
5996319,1/30/2020,450000,85008,1857,3,2
6010197,1/2/2020,162000,85351,1316,2,2
5996102,1/15/2020,254000,85029,1871,4,2
5996004,1/6/2020,588508,85249,2911,4,3.5
5997446,1/7/2020,572500,85396,2527,2,2.5
5996040,1/9/2020,341485,85142,1989,4,3
5996652,1/6/2020,200000,85053,1466,4,3
5996478,1/30/2020,240000,85339,1790,4,2.5
5996712,1/6/2020,265000,85338,2546,3,3
5998750,1/3/2020,669000,85207,2690,4,4
6004592,1/31/2020,340000,85308,2080,4,2
6021447,1/9/2020,615000,85209,2876,2,2.5
5996353,1/22/2020,140000,85033,1480,3,2
6002585,1/2/2020,297000,85024,1512,3,2
5997837,1/17/2020,348000,85201,2270,3,2
6000267,1/15/2020,410000,85338,3196,4,2.5
5996843,1/13/2020,245000,85027,1305,3,2
5999387,1/9/2020,500000,85339,2662,4,2.5
5997378,1/3/2020,205000,85048,997,2,2
5997563,1/22/2020,245000,85008,1586,3,3
5997593,1/10/2020,442000,85233,2779,5,3
5996277,1/15/2020,655000,85266,3451,4,4
5996272,1/31/2020,173000,85354,1457,3,2
6002104,1/15/2020,187000,85023,1348,2,2.5
5997539,1/17/2020,208000,85351,1658,3,1.75
5996738,1/8/2020,698000,85254,2414,4,2
5996487,1/9/2020,180000,85205,962,2,1
5996320,1/7/2020,225000,85120,1254,2,1.75
5996399,1/10/2020,365000,85215,2834,5,3
6024594,1/16/2020,360000,85008,1477,3,2
5996375,1/22/2020,295000,85374,3169,4,2.5
5996390,1/10/2020,380000,85234,2217,4,2
5996370,1/9/2020,650000,85296,4361,6,4
5996414,1/17/2020,275000,85051,1890,4,2
5996494,1/2/2020,174900,85382,1001,2,2
5996416,1/16/2020,142500,85345,1156,2,1.75
5996440,1/15/2020,324000,85248,1882,2,2
5996504,1/10/2020,293000,85396,1612,2,2
5996683,1/31/2020,484900,85379,3750,5,3.5
5996510,1/15/2020,341490,85212,1951,5,3
5996609,1/17/2020,265000,85207,1822,4,2
5996485,1/16/2020,389000,85212,2072,2,2.5
5997075,1/16/2020,220000,85351,1617,3,1.75
5996812,1/23/2020,438000,85297,2918,5,3
6008223,1/31/2020,285000,85381,1780,4,2
5996617,1/24/2020,195000,85027,936,2,1
5996842,1/15/2020,287500,85374,1696,2,2
5996819,1/8/2020,327600,85331,1674,3,2.5
6007098,1/21/2020,389900,85212,1890,2,2
6012400,1/16/2020,215000,85345,1514,3,2.5
5996830,1/14/2020,208000,85035,1727,4,2.5
5996595,1/31/2020,309990,85340,1923,4,2
5998791,1/13/2020,272000,85338,1480,3,2
6004359,1/2/2020,357000,85054,1540,4,2
5996606,1/31/2020,300990,85383,2148,3,2.5
5996631,1/29/2020,272000,85326,1764,3,2
5997873,1/22/2020,257000,85029,1841,4,2
5996757,1/28/2020,440000,85361,1706,4,2
6002424,1/31/2020,449000,85375,2352,3,3
5997096,1/24/2020,630000,85207,2798,3,3
5996959,1/8/2020,229000,85208,1856,3,2
5996751,1/24/2020,251000,85326,3208,4,2.5
5998967,1/31/2020,485800,85338,2809,4,3
6003105,1/6/2020,244900,85374,1627,3,2
5996898,1/27/2020,333500,85142,2213,4,3
5996809,1/8/2020,342500,85282,1724,3,2
5997791,1/31/2020,448000,85206,2192,3,1.75
6008404,1/8/2020,397000,85016,1531,3,2
5998811,1/3/2020,550000,85295,3318,6,3
5996907,1/17/2020,249900,85351,1949,3,2
5998411,1/9/2020,211000,85339,1129,3,2
5997044,1/27/2020,700000,85340,3732,4,3.5
5996931,1/31/2020,328000,85286,1509,3,2.5
6007451,1/15/2020,182700,85373,1088,2,1
5997614,1/30/2020,240000,85023,1520,2,2.5
5997009,1/31/2020,251500,85373,1541,3,2
5997015,1/27/2020,619900,85248,4115,5,3.5
5997045,1/22/2020,322000,85050,1350,3,2
5997204,1/27/2020,355000,85295,2129,3,3
5997123,1/16/2020,185000,85020,936,3,2
6002817,1/27/2020,281000,85298,1153,2,2
5997142,1/22/2020,415000,85286,3119,5,2.5
5997176,1/17/2020,354600,85050,1817,3,2
5997220,1/8/2020,485000,85338,2904,4,3
5997167,1/28/2020,109000,85033,700,2,1
6003789,1/15/2020,280000,85248,1558,2,2
5997305,1/23/2020,199900,85016,1026,1,2
5998011,1/17/2020,300000,85304,2608,4,2.5
6000008,1/7/2020,454500,85296,3037,4,4
5997195,1/2/2020,190000,85208,1441,2,2
5999004,1/6/2020,223000,85043,1949,3,2
5997325,1/10/2020,245000,85374,1640,3,2
5997242,1/2/2020,306500,85032,1537,4,2
5997527,1/7/2020,340500,85007,1254,3,1.75
5997992,1/22/2020,240000,85388,1726,3,2.5
5998057,1/23/2020,304000,85383,1968,3,2
6006095,1/9/2020,180000,85260,810,1,1
5999593,1/24/2020,440000,85310,2366,4,3
5997429,1/15/2020,349900,85249,1677,3,2
5997329,1/6/2020,2800000,85266,9000,6,7
5997365,1/22/2020,425000,85310,2717,4,3
5998152,1/3/2020,400000,85339,1450,3,2
6015402,1/22/2020,225000,85375,1790,2,2
5997998,1/30/2020,209000,85035,1557,3,2.5
5998680,1/15/2020,2250000,85255,5108,6,5
6000363,1/23/2020,560000,85326,2471,3,2
5997729,1/15/2020,220000,85035,1275,3,2
5997801,1/23/2020,440000,85282,2737,5,3
5997412,1/3/2020,185000,85302,1483,3,2.5
5997433,1/16/2020,245000,85017,1746,4,2
5997427,1/1/2020,899000,85255,2967,4,3.5
5997428,1/10/2020,239950,85304,1590,3,2
5998123,1/24/2020,321900,85022,1750,4,1.75
5998987,1/16/2020,580000,85255,2538,4,3
5997790,1/5/2020,17000,85345,1450,3,2
6022946,1/23/2020,145000,85016,994,2,1.75
5997617,1/23/2020,258139,85140,1513,3,2
5997518,1/30/2020,278500,85295,1308,3,2
5999278,1/17/2020,341000,85375,1636,2,2
6002800,1/7/2020,379900,85305,2683,4,3
5998778,1/30/2020,340000,85142,1944,3,2
5997537,1/17/2020,285000,85086,1827,4,2
5998360,1/8/2020,201000,85035,1452,3,2.5
5999454,1/15/2020,1080000,85298,5585,6,4.5
5997630,1/6/2020,433000,85251,1630,2,2
6011084,1/3/2020,245000,85388,1999,3,2.5
5997741,1/30/2020,560000,85283,2953,4,3
5998663,1/15/2020,4750000,85253,7621,5,5.5
5999915,1/17/2020,396000,85295,2136,3,2
5997666,1/14/2020,249000,85043,1807,5,2
5998571,1/24/2020,1025000,85255,3694,5,4.5
6002000,1/24/2020,663000,85331,2339,3,2.5
5998861,1/30/2020,417500,85387,2643,3,2.5
5997848,1/17/2020,350000,85268,1514,3,2.5
5997980,1/10/2020,83600,85119,162,1,2
5998050,1/10/2020,625000,85308,3416,5,3
5997902,1/27/2020,187500,85302,1512,3,2
5997701,1/9/2020,469000,85259,2416,3,2.5
5999206,1/3/2020,315000,85023,2092,3,2.5
6001974,1/15/2020,1600000,85253,3433,3,4.5
6011779,1/17/2020,285000,85004,1238,2,2
6002118,1/10/2020,367000,85142,2429,4,3
5998442,1/10/2020,280000,85338,2212,4,2.5
5998866,1/21/2020,482000,85255,2159,3,2
5998242,1/15/2020,182000,85043,1448,3,2.5
6000403,1/16/2020,850000,85234,4368,5,4
6005312,1/22/2020,495000,85340,3965,4,2.5
5997777,1/17/2020,239000,85033,2202,4,2
6001802,1/9/2020,410500,85048,1806,3,2
5997796,1/14/2020,800000,85331,3604,3,3.5
5998470,1/30/2020,445000,85212,3221,5,4.5
5997814,1/30/2020,705000,85254,2426,4,2
5997807,1/21/2020,206000,85301,1852,3,1.75
6003066,1/10/2020,450000,85258,1846,4,2
5999274,1/6/2020,318000,85027,1862,3,2
5999837,1/23/2020,292000,85008,1482,3,2
6000074,1/10/2020,209900,85035,1323,4,2
5998354,1/28/2020,918000,85020,4460,3,4.5
5997833,1/31/2020,139644,85374,908,2,2
5998378,1/3/2020,385000,85022,1800,4,2
5998237,1/29/2020,307000,85373,1562,2,2
5998272,1/23/2020,437486,85250,1472,2,2
5999277,1/6/2020,220000,85392,1309,3,2
5998344,1/3/2020,205000,85351,1413,2,1.75
5997903,1/10/2020,333000,85032,1751,3,2
6002744,1/16/2020,240000,85353,2186,4,2.5
5998013,1/31/2020,334255,85396,1884,2,2
5998856,1/10/2020,455000,85296,2398,4,3
6022655,1/31/2020,310000,85209,2052,4,2
5999009,1/17/2020,255000,85204,1660,4,2
6002335,1/28/2020,925000,85259,4070,5,4.5
5997924,1/15/2020,195000,85250,1002,2,2
5997929,1/31/2020,627000,85338,3500,4,3.5
5997936,1/15/2020,140000,85208,1457,3,2
5997950,1/8/2020,315000,85326,2469,4,3
6004056,1/24/2020,442000,85050,3349,5,2.5
5998014,1/2/2020,245700,85388,1696,3,2
6000544,1/22/2020,210000,85006,1195,3,1
5999388,1/21/2020,680000,85262,2144,3,2.5
5997968,1/28/2020,253500,85206,1276,2,2
5999745,1/3/2020,145000,85215,1280,2,2
5999203,1/14/2020,432000,85254,1646,2,2
5997994,1/28/2020,256365,85387,1504,3,2
5998593,1/8/2020,580000,85255,2206,3,3
5997999,1/27/2020,1270000,85266,4900,4,4.5
5998133,1/16/2020,245000,85027,2068,5,3
5999391,1/2/2020,1525000,85251,5702,5,3.5
